source,target,osmid,highway,ref,oneway,reversed,length_m,name,maxspeed,lanes
600003381,600001573,2000038,residential,,False,True,69.0077,,,
600001573,600004173,2000039,residential,,False,False,251.4886,,,
600004173,600001573,2000039,residential,,False,True,251.4886,,,
600001573,600002853,2000040,residential,,False,False,252.4139,,,
600002853,600001573,2000040,residential,,False,True,252.4139,,,
600001637,600001917,2000041,residential,,False,False,93.6944,,,
600001917,600001637,2000041,residential,,False,True,93.6944,,,
600001637,600002917,2000042,residential,,False,False,158.2015,,,
600002917,600001637,2000042,residential,,False,True,158.2015,,,
600001637,600004189,2000043,residential,,False,False,294.8799,,,
600004189,600001637,2000043,residential,,False,True,294.8799,,,
600002077,600002829,2000044,residential,,False,False,310.5,,,
600002829,600002077,2000044,residential,,False,True,310.5,,,
600002077,600003237,2000045,residential,,False,False,317.1444,,,
600003237,600002077,2000045,residential,,False,True,317.1444,,,
600002077,600000877,2000046,residential,,False,False,486.531,,,
600000877,600002077,2000046,residential,,False,True,486.531,,,
600002077,600002197,2000047,residential,,False,False,528.0572,,,
600002197,600002077,2000047,residential,,False,True,528.0572,,,
600002165,600003069,2000048,residential,,False,False,112.5561,,,
600003069,600002165,2000048,residential,,False,True,112.5561,,,
600002165,600002197,2000049,residential,,False,False,119.44,,,
600002197,600002165,2000049,residential,,False,True,119.44,,,
600002197,600003069,2000050,residential,,False,False,220.8467,,,
600003069,600002197,2000050,residential,,False,True,220.8467,,,
600002197,600001005,2000051,residential,,False,False,243.3466,,,
600001005,600002197,2000051,residential,,False,True,243.3466,,,
600002197,600002485,2000052,secondary,RR7,False,False,331.9291,Avenue Habib Bourguiba,30,
600002485,600002197,2000052,secondary,RR7,False,True,331.9291,Avenue Habib Bourguiba,30,
600002197,600002565,2000053,residential,,False,False,349.5829,,,
600002565,600002197,2000053,residential,,False,True,349.5829,,,
600002341,600003085,2000054,residential,,False,False,134.3594,,,
600003085,600002341,2000054,residential,,False,True,134.3594,,,
600002341,600002973,2000055,residential,,False,False,157.6704,,,
600002973,600002341,2000055,residential,,False,True,157.6704,,,
600002485,600003557,2000056,residential,,False,False,71.668,,,
600003557,600002485,2000056,residential,,False,True,71.668,,,
600002485,600003069,2000057,residential,,False,False,125.7917,,,
600003069,600002485,2000057,residential,,False,True,125.7917,,,
600002485,600004173,2000058,residential,,False,False,211.7862,,,
600004173,600002485,2000058,residential,,False,True,211.7862,,,
600002565,600003069,2000059,residential,,False,False,244.5865,,,
600003069,600002565,2000059,residential,,False,True,244.5865,,,
600002565,600002165,2000060,residential,,False,False,243.4371,,,
600002165,600002565,2000060,residential,,False,True,243.4371,,,
600002565,600001005,2000061,residential,,False,False,326.3942,,,
600001005,600002565,2000061,residential,,False,True,326.3942,,,
600002829,600002197,2000062,residential,,False,False,387.7729,,,
600002197,600002829,2000062,residential,,False,True,387.7729,,,
600002829,600002165,2000063,residential,,False,False,494.8118,,,
600002165,600002829,2000063,residential,,False,True,494.8118,,,
600002829,600003237,2000064,residential,,False,False,514.4091,,,
600003237,600002829,2000064,residential,,False,True,514.4091,,,
600002829,600000157,2000065,residential,,False,False,577.5173,,,
600000157,600002829,2000065,residential,,False,True,577.5173,,,
600002853,600003381,2000066,residential,,False,False,197.6291,,,
600003381,600002853,2000066,residential,,False,True,197.6291,,,
600002917,600000933,2000067,tertiary,,False,False,204.6268,,,
600000933,600002917,2000067,tertiary,,False,True,204.6268,,,
600002973,600000125,2000068,residential,,False,False,252.2153,,,
600000125,600002973,2000068,residential,,False,True,252.2153,,,
600002973,600003085,2000069,residential,,False,False,280.642,,,
600003085,600002973,2000069,residential,,False,True,280.642,,,
600002973,600003941,2000070,residential,,False,False,311.764,,,
600003941,600002973,2000070,residential,,False,True,311.764,,,
600002973,600001269,2000071,residential,,False,False,342.1188,,,
600001269,600002973,2000071,residential,,False,True,342.1188,,,
600003077,600003917,2000072,residential,,False,False,201.5725,,,
600003917,600003077,2000072,residential,,False,True,201.5725,,,
600003077,600001133,2000073,secondary,RR7,False,False,220.9121,Rue Ibn Khaldoun,30,
600001133,600003077,2000073,secondary,RR7,False,True,220.9121,Rue Ibn Khaldoun,30,
600003077,600004189,2000074,unclassified,,False,False,251.124,,,
600004189,600003077,2000074,unclassified,,False,True,251.124,,,
600003077,600000461,2000075,residential,,False,False,252.9847,,,
600000461,600003077,2000075,residential,,False,True,252.9847,,,
600003077,600003237,2000076,residential,,False,False,279.1551,,,
600003237,600003077,2000076,residential,,False,True,279.1551,,,
600003085,600001021,2000077,residential,,False,False,103.3695,,,
600001021,600003085,2000077,residential,,False,True,103.3695,,,
600003085,600000325,2000078,residential,,False,False,275.7796,,,
600000325,600003085,2000078,residential,,False,True,275.7796,,,
600003237,600001133,2000079,residential,,False,False,347.6982,,,
600001133,600003237,2000079,residential,,False,True,347.6982,,,
600003237,600003917,2000080,residential,,False,False,413.9834,,,
600003917,600003237,2000080,residential,,False,True,413.9834,,,
600003917,600004189,2000081,residential,,False,False,117.1208,,,
600004189,600003917,2000081,residential,,False,True,117.1208,,,
600003941,600004173,2000082,tertiary,,False,False,173.0467,,,
600004173,600003941,2000082,tertiary,,False,True,173.0467,,,
600003941,600003557,2000083,residential,,False,False,194.8887,,,
600003557,600003941,2000083,residential,,False,True,194.8887,,,
600003941,600002485,2000084,residential,,False,False,237.9466,,,
600002485,600003941,2000084,residential,,False,True,237.9466,,,
600003941,600000461,2000085,residential,,False,False,250.4564,,,
600000461,600003941,2000085,residential,,False,True,250.4564,,,
600004173,600003557,2000086,residential,,False,False,140.0455,,,
600003557,600004173,2000086,residential,,False,True,140.0455,,,
600004189,600004173,2000087,residential,,False,False,286.0992,,,
600004173,600004189,2000087,residential,,False,True,286.0992,,,
600004189,600002917,2000088,residential,,False,False,271.8037,,,
600002917,600004189,2000088,residential,,False,True,271.8037,,,
600000125,600000189,2000089,residential,,False,False,188.9535,,,
600000189,600000125,2000089,residential,,False,True,188.9535,,,
600000125,600001021,2000090,residential,,False,False,210.9088,,,
600001021,600000125,2000090,residential,,False,True,210.9088,,,
600000165,600001661,2000091,residential,,False,False,88.1582,,,
600001661,600000165,2000091,residential,,False,True,88.1582,,,
600000165,600000421,2000092,secondary,MC52,False,False,206.731,,30,
600000421,600000165,2000092,secondary,MC52,False,True,206.731,,30,
600000165,600000485,2000093,residential,,False,False,220.4021,,,
600000485,600000165,2000093,residential,,False,True,220.4021,,,
600000165,600000861,2000094,secondary,MC50,False,False,252.9324,,30,
600000861,600000165,2000094,secondary,MC50,False,True,252.9324,,30,
600000189,600001413,2000095,residential,,False,False,114.7153,,,
600001413,600000189,2000095,residential,,False,True,114.7153,,,
600000189,600000325,2000096,residential,,False,False,117.4716,,,
600000325,600000189,2000096,residential,,False,True,117.4716,,,
600000189,600000293,2000097,residential,,False,False,158.681,,,
600000293,600000189,2000097,residential,,False,True,158.681,,,
600000189,600001317,2000098,residential,,False,False,174.7879,,,
600001317,600000189,2000098,residential,,False,True,174.7879,,,
600000189,600001021,2000099,residential,,False,False,190.5093,,,
600001021,600000189,2000099,residential,,False,True,190.5093,,,
600000293,600001317,2000100,residential,,False,False,119.1854,,,
600001317,600000293,2000100,residential,,False,True,119.1854,,,
600000293,600000325,2000101,residential,,False,False,163.3249,,,
600000325,600000293,2000101,residential,,False,True,163.3249,,,
600000301,600000685,2000102,residential,,False,False,77.9229,,,
600000685,600000301,2000102,residential,,False,True,77.9229,,,
600000301,600000381,2000103,residential,,False,False,313.9269,,,
600000381,600000301,2000103,residential,,False,True,313.9269,,,
600000301,600000165,2000104,residential,,False,False,350.7024,,,
600000165,600000301,2000104,residential,,False,True,350.7024,,,
600000301,600001661,2000105,living_street,,False,False,358.5206,,,
600001661,600000301,2000105,living_street,,False,True,358.5206,,,
600000309,600000709,2000106,residential,,False,False,236.3368,,,
600000709,600000309,2000106,residential,,False,True,236.3368,,,
600000309,600000805,2000107,residential,,False,False,256.1051,,,
600000805,600000309,2000107,residential,,False,True,256.1051,,,
600000325,600001317,2000108,primary,,False,False,91.5313,Avenue Hédi Chaker,50,2
600001317,600000325,2000108,primary,,False,True,91.5313,Avenue Hédi Chaker,50,2
600000325,600001413,2000109,residential,,False,False,74.0358,,,
600001413,600000325,2000109,residential,,False,True,74.0358,,,
600000381,600000725,2000110,residential,,False,False,139.6964,,,
600000725,600000381,2000110,residential,,False,True,139.6964,,,
600000381,600001965,2000111,residential,,False,False,199.1066,,,
600001965,600000381,2000111,residential,,False,True,199.1066,,,
600000381,600001493,2000112,residential,,False,False,194.0014,,,
600001493,600000381,2000112,residential,,False,True,194.0014,,,
600000381,600001165,2000113,secondary,GP7,False,False,198.5565,Rue Mongi Slim,30,
600001165,600000381,2000113,secondary,GP7,False,True,198.5565,Rue Mongi Slim,30,
600000421,600000861,2000114,residential,,False,False,85.1081,,,
600000861,600000421,2000114,residential,,False,True,85.1081,,,
600000421,600001173,2000115,residential,,False,False,122.381,,,
600001173,600000421,2000115,residential,,False,True,122.381,,,
600000421,600002069,2000116,residential,,False,False,210.3611,,,
600002069,600000421,2000116,residential,,False,True,210.3611,,,
600000429,600001173,2000117,residential,,False,False,189.4847,,,
600001173,600000429,2000117,residential,,False,True,189.4847,,,
600000429,600001085,2000118,residential,,False,False,195.2481,,,
600001085,600000429,2000118,residential,,False,True,195.2481,,,
600000429,600000861,2000119,residential,,False,False,247.1847,,,
600000861,600000429,2000119,residential,,False,True,247.1847,,,
600000485,600001661,2000120,residential,,False,False,143.2383,,,
600001661,600000485,2000120,residential,,False,True,143.2383,,,
600000485,600001645,2000121,residential,,False,False,366.8711,,,
600001645,600000485,2000121,residential,,False,True,366.8711,,,
600000485,600000421,2000122,tertiary,,False,False,399.3463,,,
600000421,600000485,2000122,tertiary,,False,True,399.3463,,,
600000485,600000301,2000123,primary_link,,False,False,410.7667,,,
600000301,600000485,2000123,primary_link,,False,True,410.7667,,,
600000557,600000805,2000124,residential,,False,False,203.7518,,,
600000805,600000557,2000124,residential,,False,True,203.7518,,,
600000557,600001645,2000125,trunk,,False,False,261.5311,,50,2
600001645,600000557,2000125,trunk,,False,True,261.5311,,50,2
600000557,600000709,2000126,residential,,False,False,284.3097,,,
600000709,600000557,2000126,residential,,False,True,284.3097,,,
600000613,600001925,2000127,residential,,False,False,332.2183,,,
600001925,600000613,2000127,residential,,False,True,332.2183,,,
600000613,600000685,2000128,residential,,False,False,378.5938,,,
600000685,600000613,2000128,residential,,False,True,378.5938,,,
600000613,600002741,2000129,residential,,False,False,414.737,,,
600002741,600000613,2000129,residential,,False,True,414.737,,,
600000685,600002701,2000130,primary,MC52,False,False,257.8651,Avenue de Carthage,50,2
600002701,600000685,2000130,primary,MC52,False,True,257.8651,Avenue de Carthage,50,2
600000685,600002741,2000131,residential,,False,False,303.2203,,,
600002741,600000685,2000131,residential,,False,True,303.2203,,,
600000709,600000805,2000132,tertiary,,False,False,90.4675,,,
600000805,600000709,2000132,tertiary,,False,True,90.4675,,,
600000709,600001645,2000133,residential,,False,False,472.5331,,,
600001645,600000709,2000133,residential,,False,True,472.5331,,,
600000709,600002677,2000134,residential,,False,False,465.0993,,,
600002677,600000709,2000134,residential,,False,True,465.0993,,,
600000725,600001165,2000135,residential,,False,False,68.5064,,,
600001165,600000725,2000135,residential,,False,True,68.5064,,,
600000725,600002733,2000136,residential,,False,False,73.5423,,,
600002733,600000725,2000136,residential,,False,True,73.5423,,,
600000861,600003157,2000137,residential,,False,False,48.233,,,
600003157,600000861,2000137,residential,,False,True,48.233,,,
600000861,600001173,2000138,residential,,False,False,77.8429,,,
600001173,600000861,2000138,residential,,False,True,77.8429,,,
600000861,600002069,2000139,residential,,False,False,125.778,,,
600002069,600000861,2000139,residential,,False,True,125.778,,,
600000861,600001493,2000140,residential,,False,False,166.6394,,,
600001493,600000861,2000140,residential,,False,True,166.6394,,,
600001013,600002741,2000141,residential,,False,False,120.9498,,,
600002741,600001013,2000141,residential,,False,True,120.9498,,,
600001013,600002893,2000142,residential,,False,False,139.7735,,,
600002893,600001013,2000142,residential,,False,True,139.7735,,,
600001021,600001413,2000143,tertiary,,False,False,112.5304,,,
600001413,600001021,2000143,tertiary,,False,True,112.5304,,,
600001085,600001965,2000144,residential,,False,False,207.0228,,,
600001965,600001085,2000144,residential,,False,True,207.0228,,,
600001149,600002317,2000145,residential,,False,False,67.7973,,,
600002317,600001149,2000145,residential,,False,True,67.7973,,,
600001149,600003189,2000146,residential,,False,False,133.2672,,,
600003189,600001149,2000146,residential,,False,True,133.2672,,,
600001149,600001013,2000147,primary,GP8,False,False,160.9487,,50,2
600001013,600001149,2000147,primary,GP8,False,True,160.9487,,50,2
600001149,600001957,2000148,tertiary,,False,False,210.8545,,,
600001957,600001149,2000148,tertiary,,False,True,210.8545,,,
600001165,600002733,2000149,unclassified,,False,False,42.5078,,,
600002733,600001165,2000149,unclassified,,False,True,42.5078,,,
600001165,600000293,2000150,tertiary,,False,False,190.144,,,
600000293,600001165,2000150,tertiary,,False,True,190.144,,,
600001181,600001901,2000151,residential,,False,False,239.6267,,,
600001901,600001181,2000151,residential,,False,True,239.6267,,,
600001181,600000685,2000152,residential,,False,False,359.0758,,,
600000685,600001181,2000152,residential,,False,True,359.0758,,,
600001181,600000301,2000153,residential,,False,False,385.307,,,
600000301,600001181,2000153,residential,,False,True,385.307,,,
600001181,600000485,2000154,residential,,False,False,439.068,,,
600000485,600001181,2000154,residential,,False,True,439.068,,,
600001181,600000613,2000155,residential,,False,False,467.7139,,,
600000613,600001181,2000155,residential,,False,True,467.7139,,,
600001317,600003061,2000156,residential,,False,False,79.2908,,,
600003061,600001317,2000156,residential,,False,True,79.2908,,,
600001413,600001317,2000157,residential,,False,False,166.7664,,,
600001317,600001413,2000157,residential,,False,True,166.7664,,,
600001493,600002069,2000158,residential,,False,False,69.5932,,,
600002069,600001493,2000158,residential,,False,True,69.5932,,,
600001493,600001965,2000159,residential,,False,False,149.4899,,,
600001965,600001493,2000159,residential,,False,True,149.4899,,,
600001493,600003157,2000160,residential,,False,False,175.9063,,,
600003157,600001493,2000160,residential,,False,True,175.9063,,,
600001493,600003221,2000161,residential,,False,False,167.3453,,,
600003221,600001493,2000161,residential,,False,True,167.3453,,,
600001557,600002621,2000162,residential,,False,False,111.6907,,,
600002621,600001557,2000162,residential,,False,True,111.6907,,,
600001557,600002677,2000163,residential,,False,False,279.7475,,,
600002677,600001557,2000163,residential,,False,True,279.7475,,,
600001557,600003213,2000164,residential,,False,False,326.3642,,,
600003213,600001557,2000164,residential,,False,True,326.3642,,,
600001557,600000709,2000165,residential,,False,False,489.0124,,,
600000709,600001557,2000165,residential,,False,True,489.0124,,,
600001645,600002797,2000166,residential,,False,False,143.6539,,,
600002797,600001645,2000166,residential,,False,True,143.6539,,,
600001645,600003277,2000167,secondary,RR7,False,False,192.5696,,30,
600003277,600001645,2000167,secondary,RR7,False,True,192.5696,,30,
600001645,600003581,2000168,residential,,False,False,259.3162,,,
600003581,600001645,2000168,residential,,False,True,259.3162,,,
600001645,600000421,2000169,residential,,False,False,302.5216,,,
600000421,600001645,2000169,residential,,False,True,302.5216,,,
600001661,600000421,2000170,living_street,,False,False,288.7182,,,
600000421,600001661,2000170,living_street,,False,True,288.7182,,,
600001661,600003157,2000171,residential,,False,False,287.4673,,,
600003157,600001661,2000171,residential,,False,True,287.4673,,,
600001661,600002797,2000172,unclassified,,False,False,288.7519,,,
600002797,600001661,2000172,unclassified,,False,True,288.7519,,,
600001901,600003565,2000173,residential,,False,False,381.6751,,,
600003565,600001901,2000173,residential,,False,True,381.6751,,,
600001925,600003365,2000174,residential,,False,False,110.54,,,
600003365,600001925,2000174,residential,,False,True,110.54,,,
600001925,600003653,2000175,residential,,False,False,182.0811,,,
600003653,600001925,2000175,residential,,False,True,182.0811,,,
600001925,600001013,2000176,tertiary,,False,False,214.8496,,,
600001013,600001925,2000176,tertiary,,False,True,214.8496,,,
600001925,600001149,2000177,residential,,False,False,298.774,,,
600001149,600001925,2000177,residential,,False,True,298.774,,,
600001925,600002741,2000178,residential,,False,False,297.7578,,,
600002741,600001925,2000178,residential,,False,True,297.7578,,,
600001957,600003189,2000179,primary,,True,False,128.5716,,50,2
600001957,600003509,2000180,tertiary,,False,False,132.7187,,,
600003509,600001957,2000180,tertiary,,False,True,132.7187,,,
600001957,600002317,2000181,residential,,False,False,152.3055,,,
600002317,600001957,2000181,residential,,False,True,152.3055,,,
600001957,600000293,2000182,tertiary,,False,False,178.4003,Rue Hedi Nouira,,
600000293,600001957,2000182,tertiary,,False,True,178.4003,Rue Hedi Nouira,,
600001965,600002069,2000183,residential,,False,False,146.8991,,,
600002069,600001965,2000183,residential,,False,True,146.8991,,,
600002069,600003157,2000184,tertiary,,False,False,150.0394,Avenue Hédi Chaker,,
600003157,600002069,2000184,tertiary,,False,True,150.0394,Avenue Hédi Chaker,,
600002317,600003189,2000185,residential,,False,False,60.4349,,,
600003189,600002317,2000185,residential,,False,True,60.4349,,,
600002317,600003573,2000186,residential,,False,False,125.8723,,,
600003573,600002317,2000186,residential,,False,True,125.8723,,,
600002621,600002677,2000187,residential,,False,False,309.335,,,
600002677,600002621,2000187,residential,,False,True,309.335,,,
600002621,600003213,2000188,residential,,False,False,347.9281,,,
600003213,600002621,2000188,residential,,False,True,347.9281,,,
600002621,600003789,2000189,residential,,False,False,445.5108,,,
600003789,600002621,2000189,residential,,False,True,445.5108,,,
600002677,600003213,2000190,residential,,False,False,44.2291,,,
600003213,600002677,2000190,residential,,False,True,44.2291,,,
600002677,600003789,2000191,residential,,False,False,188.6552,,,
600003789,600002677,2000191,residential,,False,True,188.6552,,,
600002701,600004013,2000192,residential,,False,False,85.6181,,,
600004013,600002701,2000192,residential,,False,True,85.6181,,,
600002701,600002893,2000193,residential,,False,False,167.3381,,,
600002893,600002701,2000193,residential,,False,True,167.3381,,,
600002701,600002741,2000194,residential,,False,False,193.1383,,,
600002741,600002701,2000194,residential,,False,True,193.1383,,,
600002701,600000725,2000195,secondary,GP8,False,False,191.717,,30,
600000725,600002701,2000195,secondary,GP8,False,True,191.717,,30,
600002733,600001957,2000196,residential,,False,False,212.8901,,,
600001957,600002733,2000196,residential,,False,True,212.8901,,,
600002741,600002893,2000197,residential,,False,False,24.797,,,
600002893,600002741,2000197,residential,,False,True,24.797,,,
600002797,600003773,2000198,secondary,,False,False,102.2612,Rue Tahar Sfar,30,
600003773,600002797,2000198,secondary,,False,True,102.2612,Rue Tahar Sfar,30,
600002797,600004021,2000199,residential,,False,False,158.5048,,,
600004021,600002797,2000199,residential,,False,True,158.5048,,,
600002797,600003157,2000200,residential,,False,False,219.4579,,,
600003157,600002797,2000200,residential,,False,True,219.4579,,,
600002877,600003373,2000201,residential,,False,False,41.4838,,,
600003373,600002877,2000201,residential,,False,True,41.4838,,,
600002877,600003317,2000202,residential,,False,False,74.0943,,,
600003317,600002877,2000202,residential,,False,True,74.0943,,,
600002877,600001173,2000203,tertiary,,False,False,285.869,,,
600001173,600002877,2000203,tertiary,,False,True,285.869,,,
600003061,600001413,2000204,tertiary,,False,False,188.798,Rue Mongi Slim,,
600001413,600003061,2000204,tertiary,,False,True,188.798,Rue Mongi Slim,,
600003061,600003621,2000205,secondary,,False,False,262.7838,,30,
600003621,600003061,2000205,secondary,,False,True,262.7838,,30,
600003061,600001021,2000206,residential,,False,False,283.1934,,,
600001021,600003061,2000206,residential,,False,True,283.1934,,,
600003061,600004069,2000207,residential,,False,False,286.0991,,,
600004069,600003061,2000207,residential,,False,True,286.0991,,,
600003157,600001173,2000208,residential,,False,False,125.1895,,,
600001173,600003157,2000208,residential,,False,True,125.1895,,,
600003189,600003573,2000209,tertiary,,False,False,97.8993,,,
600003573,600003189,2000209,tertiary,,False,True,97.8993,,,
600003189,600003509,2000210,residential,,False,False,110.4941,,,
600003509,600003189,2000210,residential,,False,True,110.4941,,,
600003213,600003789,2000211,residential,,False,False,166.4095,,,
600003789,600003213,2000211,residential,,False,True,166.4095,,,
600003213,600003581,2000212,residential,,False,False,175.4504,,,
600003581,600003213,2000212,residential,,False,True,175.4504,,,
600003221,600003813,2000213,residential,,False,False,96.7575,,,
600003813,600003221,2000213,residential,,False,True,96.7575,,,
600003221,600004013,2000214,secondary,RR7,False,False,117.8873,,30,
600004013,600003221,2000214,secondary,RR7,False,True,117.8873,,30,
600003221,600002701,2000215,residential,,False,False,197.3589,,,
600002701,600003221,2000215,residential,,False,True,197.3589,,,
600003277,600003853,2000216,residential,,False,False,60.6793,,,
600003853,600003277,2000216,residential,,False,True,60.6793,,,
600003277,600003581,2000217,residential,,False,False,97.0806,,,
600003581,600003277,2000217,residential,,False,True,97.0806,,,
600003277,600003789,2000218,residential,,False,False,126.6229,,,
600003789,600003277,2000218,residential,,False,True,126.6229,,,
600003317,600003373,2000219,residential,,False,False,107.0734,,,
600003373,600003317,2000219,residential,,False,True,107.0734,,,
600003357,600003213,2000220,residential,,False,False,304.0668,,,
600003213,600003357,2000220,residential,,False,True,304.0668,,,
600003357,600004021,2000221,residential,,False,False,325.4837,,,
600004021,600003357,2000221,residential,,False,True,325.4837,,,
600003357,600002677,2000222,unclassified,,False,False,342.0587,,,
600002677,600003357,2000222,unclassified,,False,True,342.0587,,,
600003357,600001645,2000223,tertiary,,False,False,342.9952,,,
600001645,600003357,2000223,tertiary,,False,True,342.9952,,,
600003365,600003653,2000224,residential,,False,False,216.5547,,,
600003653,600003365,2000224,residential,,False,True,216.5547,,,
600003365,600002741,2000225,residential,,False,False,419.4988,,,
600002741,600003365,2000225,residential,,False,True,419.4988,,,
600003373,600003877,2000226,tertiary,,False,False,273.9587,,,
600003877,600003373,2000226,tertiary,,False,True,273.9587,,,
600003373,600003773,2000227,residential,,False,False,304.7877,,,
600003773,600003373,2000227,residential,,False,True,304.7877,,,
600003509,600003621,2000228,tertiary,,False,False,81.2645,Avenue Habib Bourguiba,,
600003621,600003509,2000228,tertiary,,False,True,81.2645,Avenue Habib Bourguiba,,
600003509,600003573,2000229,residential,,False,False,148.351,,,
600003573,600003509,2000229,residential,,False,True,148.351,,,
600003565,600003957,2000230,residential,,False,False,348.9077,,,
600003957,600003565,2000230,residential,,False,True,348.9077,,,
600003565,600001661,2000231,residential,,False,False,387.3595,,,
600001661,600003565,2000231,residential,,False,True,387.3595,,,
600003581,600003789,2000232,residential,,False,False,23.8044,,,
600003789,600003581,2000232,residential,,False,True,23.8044,,,
600003581,600003853,2000233,residential,,False,False,173.5634,,,
600003853,600003581,2000233,residential,,False,True,173.5634,,,
600003621,600001957,2000234,residential,,False,False,184.0329,,,
600001957,600003621,2000234,residential,,False,True,184.0329,,,
600003621,600003189,2000235,residential,,False,False,198.4564,,,
600003189,600003621,2000235,residential,,False,True,198.4564,,,
600003621,600003573,2000236,residential,,False,False,229.3698,,,
600003573,600003621,2000236,residential,,False,True,229.3698,,,
600003621,600002317,2000237,secondary,RR8,False,False,263.6235,,30,
600002317,600003621,2000237,secondary,RR8,False,True,263.6235,,30,
600003653,600002317,2000238,residential,,False,False,190.0414,,,
600002317,600003653,2000238,residential,,False,True,190.0414,,,
600003773,600003157,2000239,residential,,False,False,118.383,,,
600003157,600003773,2000239,residential,,False,True,118.383,,,
600003773,600004021,2000240,residential,,False,False,263.0538,,,
600004021,600003773,2000240,residential,,False,True,263.0538,,,
600003773,600002069,2000241,secondary,,False,False,266.9686,Avenue Mohamed Ali,30,
